host_type,host_code,group_name,bar_type,diameter_mm,spacing_mm,count,grade,status,location_description
diaphragm_wall,DW-S1-001,坑内侧竖向主筋,longitudinal,36.0,100.0,,HRB400,fail,inner face vertical bars; As_provided=10179mm2/m; As_required=28831mm2/m; GB/T50010 flexure/min-rebar subset
diaphragm_wall,DW-S1-001,坑外侧竖向主筋,longitudinal,36.0,100.0,,HRB400,fail,outer face vertical bars; symmetric preliminary cage for moment reversal and construction stages
diaphragm_wall,DW-S1-001,水平分布筋,distribution,18.0,180.0,,HRB400,manual_review,horizontal distribution bars; crack/detailing checks require professional review
diaphragm_wall,DW-S1-001,拉结筋/架立筋,tie,12.0,450.0,,HRB400,manual_review,tie bars between reinforcement cages; constructability placeholder
diaphragm_wall,DW-S2-001,坑内侧竖向主筋,longitudinal,36.0,100.0,,HRB400,fail,inner face vertical bars; As_provided=10179mm2/m; As_required=28831mm2/m; GB/T50010 flexure/min-rebar subset
diaphragm_wall,DW-S2-001,坑外侧竖向主筋,longitudinal,36.0,100.0,,HRB400,fail,outer face vertical bars; symmetric preliminary cage for moment reversal and construction stages
diaphragm_wall,DW-S2-001,水平分布筋,distribution,18.0,180.0,,HRB400,manual_review,horizontal distribution bars; crack/detailing checks require professional review
diaphragm_wall,DW-S2-001,拉结筋/架立筋,tie,12.0,450.0,,HRB400,manual_review,tie bars between reinforcement cages; constructability placeholder
diaphragm_wall,DW-S3-001,坑内侧竖向主筋,longitudinal,36.0,100.0,,HRB400,fail,inner face vertical bars; As_provided=10179mm2/m; As_required=28831mm2/m; GB/T50010 flexure/min-rebar subset
diaphragm_wall,DW-S3-001,坑外侧竖向主筋,longitudinal,36.0,100.0,,HRB400,fail,outer face vertical bars; symmetric preliminary cage for moment reversal and construction stages
diaphragm_wall,DW-S3-001,水平分布筋,distribution,18.0,180.0,,HRB400,manual_review,horizontal distribution bars; crack/detailing checks require professional review
diaphragm_wall,DW-S3-001,拉结筋/架立筋,tie,12.0,450.0,,HRB400,manual_review,tie bars between reinforcement cages; constructability placeholder
diaphragm_wall,DW-S4-001,坑内侧竖向主筋,longitudinal,36.0,100.0,,HRB400,fail,inner face vertical bars; As_provided=10179mm2/m; As_required=28831mm2/m; GB/T50010 flexure/min-rebar subset
diaphragm_wall,DW-S4-001,坑外侧竖向主筋,longitudinal,36.0,100.0,,HRB400,fail,outer face vertical bars; symmetric preliminary cage for moment reversal and construction stages
diaphragm_wall,DW-S4-001,水平分布筋,distribution,18.0,180.0,,HRB400,manual_review,horizontal distribution bars; crack/detailing checks require professional review
diaphragm_wall,DW-S4-001,拉结筋/架立筋,tie,12.0,450.0,,HRB400,manual_review,tie bars between reinforcement cages; constructability placeholder
internal_support,SP-L1-1,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-1,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-2,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-2,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-3,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-3,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-4,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-4,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-5,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-5,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-6,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-6,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-7,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-7,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-8,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-8,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-9,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-9,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-10,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-10,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-11,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-11,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-12,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-12,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-13,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-13,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-14,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-14,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-15,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-15,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-16,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-16,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-17,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-17,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-18,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-18,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-19,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-19,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L1-20,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L1-20,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-1,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-1,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-2,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-2,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-3,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-3,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-4,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-4,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-5,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-5,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-6,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-6,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-7,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-7,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-8,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-8,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-9,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-9,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-10,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-10,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-11,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-11,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-12,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-12,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-13,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-13,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-14,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-14,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-15,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-15,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-16,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-16,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-17,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-17,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-18,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-18,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-19,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-19,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L2-20,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L2-20,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-1,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-1,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-2,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-2,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-3,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-3,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-4,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-4,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-5,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-5,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-6,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-6,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-7,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-7,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-8,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-8,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-9,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-9,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-10,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-10,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-11,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-11,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-12,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-12,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-13,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-13,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-14,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-14,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-15,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-15,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-16,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-16,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-17,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-17,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-18,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-18,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-19,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-19,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
internal_support,SP-L3-20,支撑纵筋,longitudinal,25.0,,8,HRB400,preliminary,"RC support longitudinal bars; As=3927mm2, rho=0.15%; concrete=C40; axial-flexure-slenderness requires full check"
internal_support,SP-L3-20,支撑箍筋,stirrup,12.0,150.0,,HRB400,manual_review,RC support stirrups; shear and confinement detailing requires professional review
support_wale_node,ND-SP-L1-1-A,节点附加竖向筋,additional,20.0,,4,HRB400,preliminary,support-to-wale node vertical bars
support_wale_node,ND-SP-L1-1-A,节点加密箍筋,stirrup,12.0,100.0,,HRB400,preliminary,dense stirrups in node core
support_wale_node,ND-SP-L1-1-B,节点附加竖向筋,additional,20.0,,4,HRB400,preliminary,support-to-wale node vertical bars
support_wale_node,ND-SP-L1-1-B,节点加密箍筋,stirrup,12.0,100.0,,HRB400,preliminary,dense stirrups in node core
support_wale_node,ND-SP-L1-2-A,节点附加竖向筋,additional,20.0,,4,HRB400,preliminary,support-to-wale node vertical bars
support_wale_node,ND-SP-L1-2-A,节点加密箍筋,stirrup,12.0,100.0,,HRB400,preliminary,dense stirrups in node core
support_wale_node,ND-SP-L1-2-B,节点附加竖向筋,additional,20.0,,4,HRB400,preliminary,support-to-wale node vertical bars
support_wale_node,ND-SP-L1-2-B,节点加密箍筋,stirrup,12.0,100.0,,HRB400,preliminary,dense stirrups in node core
support_wale_node,ND-SP-L1-3-A,节点附加竖向筋,additional,20.0,,4,HRB400,preliminary,support-to-wale node vertical bars
support_wale_node,ND-SP-L1-3-A,节点加密箍筋,stirrup,12.0,100.0,,HRB400,preliminary,dense stirrups in node core
support_wale_node,ND-SP-L1-3-B,节点附加竖向筋,additional,20.0,,4,HRB400,preliminary,support-to-wale node vertical bars
support_wale_node,ND-SP-L1-3-B,节点加密箍筋,stirrup,12.0,100.0,,HRB400,preliminary,dense stirrups in node core
support_wale_node,ND-SP-L1-4-A,节点附加竖向筋,additional,20.0,,4,HRB400,preliminary,support-to-wale node vertical bars
support_wale_node,ND-SP-L1-4-A,节点加密箍筋,stirrup,12.0,100.0,,HRB400,preliminary,dense stirrups in node core
